B2,  2188.228518,  0.072366,  -4644.221783
B3,  3918.432477,  3.129481,  -4692.436288
B4,  10124.687982,  3.110734,  -4494.868827
B6,  10083.426162,  3.107725,  12304.597709
B8,  2078.106393,  0.166705,  12393.459730
